sampleId,service,cpuUsage,memoryUsage,p95Latency,errorRate,requestRate,dbPoolUsage,deploymentChanged,sloThreshold,slo_violation
SAMPLE-00666,Authentication,36.2,44.7,0.17,0.09,441,17.7,0,2,0
SAMPLE-00667,Payments,58.5,51.3,0.29,0.02,231,27.2,0,2,0
SAMPLE-00668,Payments,77.3,95.2,4.13,14.59,568,91.2,1,2,1
SAMPLE-00669,Checkout,49.3,49.7,0.63,0.05,342,47,0,2,0
SAMPLE-00670,Inventory,57.9,52.1,0.24,0.07,372,50.2,1,2,0
SAMPLE-00671,Authentication,41.1,51.2,0.77,0.1,263,32.9,0,2,0
SAMPLE-00672,Authentication,81.9,93.2,3.64,5.27,576,84.7,1,2,1
SAMPLE-00673,Inventory,49.2,56.2,0.23,0,268,53.3,0,2,0
SAMPLE-00674,Payments,26.2,39.9,0.45,0.08,407,25.3,0,2,0
SAMPLE-00675,Orders,44,52.1,0.79,0.1,316,15.8,0,2,0
SAMPLE-00676,Orders,52.1,43.2,0.08,0.01,379,31.7,1,2,0
SAMPLE-00677,Orders,82.2,95.8,3.43,5.5,552,82.2,1,2,1
SAMPLE-00678,Inventory,33.4,41.8,0.22,0.03,345,37.2,0,2,0
SAMPLE-00679,Authentication,53.5,53.8,0.1,0.04,429,28.8,1,2,0
SAMPLE-00680,Orders,50.2,53.1,0.17,0.02,238,37,0,2,0
SAMPLE-00681,Authentication,43.9,52.4,0.39,0.11,248,30.9,1,2,0
SAMPLE-00682,Authentication,39.1,50.3,0.2,0.09,466,40.7,0,2,0
SAMPLE-00683,Authentication,40.6,40.2,0.8,0.06,328,18.5,0,2,0
SAMPLE-00684,Inventory,55.4,55.1,0.77,0.03,280,61.7,0,2,0
SAMPLE-00685,Authentication,47.2,64.2,0.39,0.03,399,48.6,0,2,0
SAMPLE-00686,Checkout,78.6,95,3.88,1.33,903,94.3,0,2,1
SAMPLE-00687,Inventory,58.4,44,0.47,0.04,324,38.5,0,2,0
SAMPLE-00688,Inventory,96.5,65.4,2.54,2.01,1886,97.9,0,2,1
SAMPLE-00689,Orders,31.4,51.6,0.52,0.1,360,38.7,0,2,0
SAMPLE-00690,Authentication,45.1,60.7,1.1,0.04,443,18.7,0,2,0
SAMPLE-00691,Checkout,79,99,3.36,4.69,359,78.3,1,2,1
SAMPLE-00692,Checkout,52.9,55.9,0.11,0.06,420,39.5,0,2,0
SAMPLE-00693,Authentication,61.4,48.9,0.55,0.02,264,32.2,0,2,0
SAMPLE-00694,Checkout,90.1,77.6,2.19,2.4,1494,93.4,0,2,1
SAMPLE-00695,Orders,34.5,61.8,0.32,0.06,289,48.5,0,2,0
SAMPLE-00696,Checkout,15,59.5,0.3,0.03,243,52.6,0,2,0
SAMPLE-00697,Orders,72.4,99,3.07,6.22,326,73.4,1,2,1
SAMPLE-00698,Inventory,59.9,49.3,0.76,0.03,416,39.2,0,2,0
SAMPLE-00699,Inventory,78.8,89.6,2.88,7.16,572,77.9,1,2,1
SAMPLE-00700,Orders,25.8,54.1,0.3,0.04,276,17.8,0,2,0
SAMPLE-00701,Orders,38.6,39.5,0.11,0.07,546,45.6,0,2,0
SAMPLE-00702,Checkout,45.2,55.8,0.41,0.11,285,38.9,0,2,0
SAMPLE-00703,Inventory,73.3,56,0.35,0.11,306,28.6,0,2,0
SAMPLE-00704,Authentication,15.9,66.8,0.32,0.06,381,10,0,2,0
SAMPLE-00705,Checkout,93.4,75,3.39,2.35,1671,95.5,1,2,1
SAMPLE-00706,Checkout,96.9,87,2.78,5.31,479,82.2,1,2,1
SAMPLE-00707,Checkout,38.4,51.5,0.3,0.03,215,51,0,2,0
SAMPLE-00708,Authentication,45.1,45.9,0.08,0,305,26.5,0,2,0
SAMPLE-00709,Authentication,50.8,58.1,0.2,0.07,386,39.7,0,2,0
SAMPLE-00710,Checkout,99,86.6,3.2,1.73,1555,97.2,0,2,1
SAMPLE-00711,Authentication,36.8,37.5,0.14,0.06,396,10,0,2,0
SAMPLE-00712,Checkout,39.2,49.9,0.57,0.03,361,34.8,0,2,0
SAMPLE-00713,Orders,59,46.1,0.49,0.17,387,32.6,0,2,0
SAMPLE-00714,Checkout,43.8,57.1,0.08,0.01,297,25.5,0,2,0
SAMPLE-00715,Authentication,26.9,51.1,0.57,0.02,175,28.1,0,2,0
SAMPLE-00716,Inventory,88.1,78.5,1.97,3.12,1634,95.3,0,2,1
SAMPLE-00717,Inventory,85.8,85.8,3,2.22,1256,93.2,0,2,1
SAMPLE-00718,Authentication,41.2,50.9,0.66,0.01,363,34.7,0,2,0
SAMPLE-00719,Orders,39.4,43.3,0.71,0,180,35.1,0,2,0
SAMPLE-00720,Inventory,78,91.7,3.4,10.47,503,92.2,1,2,1
SAMPLE-00721,Payments,65.9,57.1,0.7,0.05,314,29.8,0,2,0
SAMPLE-00722,Checkout,53.5,54.9,0.52,0.06,163,28.7,0,2,0
SAMPLE-00723,Authentication,30.7,47.1,0.71,0,401,35.4,0,2,0
SAMPLE-00724,Checkout,41.2,60.5,0.32,0.08,188,14.4,0,2,0
SAMPLE-00725,Authentication,44.1,40.4,0.41,0.04,348,17.8,0,2,0
SAMPLE-00726,Orders,39.7,46.8,0.08,0.05,398,27.8,0,2,0
SAMPLE-00727,Authentication,97.3,88.4,3.74,11.44,502,61.2,1,2,1
SAMPLE-00728,Authentication,46.1,46.5,0.43,0.04,295,10.5,0,2,0
SAMPLE-00729,Checkout,18.4,57.9,0.34,0.06,319,43.7,0,2,0
SAMPLE-00730,Inventory,97.1,88.6,2.43,2.84,900,93.1,0,2,1
SAMPLE-00731,Checkout,89.5,75.7,3.16,1.54,1467,95,1,2,1
SAMPLE-00732,Orders,93.9,84.9,2.67,2.78,1334,93,0,2,1
SAMPLE-00733,Payments,34.9,49.7,0.47,0.09,267,39.2,0,2,0
SAMPLE-00734,Orders,83,80.1,2.64,0.85,1277,91.7,1,2,1
SAMPLE-00735,Checkout,40,58.1,0.82,0.02,481,20,0,2,0
SAMPLE-00736,Authentication,81.1,89.1,2.12,8.14,527,59.3,1,2,1
SAMPLE-00737,Orders,37.3,50.3,0.45,0.1,219,47.5,0,2,0
SAMPLE-00738,Orders,37.6,47.3,0.4,0,440,34.7,1,2,0
SAMPLE-00739,Authentication,37.1,51.8,0.47,0.03,228,37.5,0,2,0
SAMPLE-00740,Inventory,49,50.4,0.93,0.06,275,19.7,0,2,0
SAMPLE-00741,Orders,86.1,82.9,2.28,3.76,1823,94.3,0,2,1
SAMPLE-00742,Inventory,80.2,88,2.41,8.75,525,81.7,1,2,1
SAMPLE-00743,Orders,39.1,44.3,0.47,0.06,309,50,0,2,0
SAMPLE-00744,Authentication,41.4,46.2,0.33,0.05,273,31.6,0,2,0
SAMPLE-00745,Payments,89.1,72.5,3.79,1.56,1551,90.5,0,2,1
SAMPLE-00746,Authentication,48.2,47.7,0.7,0.1,298,37.1,0,2,0
SAMPLE-00747,Orders,44.7,45,0.12,0.02,295,52.5,0,2,0
SAMPLE-00748,Checkout,41.6,52.2,0.42,0.06,347,50.6,0,2,0
SAMPLE-00749,Orders,16.8,57.2,0.19,0.07,310,16.8,1,2,0
SAMPLE-00750,Payments,47.1,53.4,0.29,0.06,424,31.3,0,2,0
SAMPLE-00751,Payments,22.7,44.6,0.33,0.07,338,26.4,0,2,0
SAMPLE-00752,Payments,42.6,25,0.71,0.08,516,20.4,0,2,0
SAMPLE-00753,Inventory,28.3,37.1,0.39,0.07,320,53.7,0,2,0
SAMPLE-00754,Checkout,61.4,59.5,0.26,0.02,466,24.7,0,2,0
SAMPLE-00755,Authentication,38.4,50.4,0.12,0.07,341,39.4,0,2,0
SAMPLE-00756,Inventory,15.2,54.8,0.49,0.05,300,34.2,1,2,0
SAMPLE-00757,Checkout,34,41.1,0.08,0,235,52.9,0,2,0
SAMPLE-00758,Payments,58.8,64.1,0.22,0.02,309,42.2,0,2,0
SAMPLE-00759,Authentication,47.6,34.9,0.58,0.11,365,35.1,0,2,0
SAMPLE-00760,Orders,67.6,98.1,4.9,3,410,50,1,2,1
SAMPLE-00761,Orders,65.2,44.2,0.15,0.06,362,38.8,0,2,0
SAMPLE-00762,Orders,31.5,45,0.27,0.07,307,48.7,0,2,0
SAMPLE-00763,Orders,74.2,87.2,3.24,7.08,409,64.4,1,2,1
SAMPLE-00764,Checkout,94.6,83.5,3.08,3.59,1791,95,0,2,1
SAMPLE-00765,Payments,83.7,84.5,3.82,7.3,520,52,1,2,1
SAMPLE-00766,Payments,42.3,53.2,0.95,0.07,357,27.1,0,2,0
SAMPLE-00767,Authentication,34.8,57,0.62,0,270,41.5,0,2,0
SAMPLE-00768,Checkout,30.5,61.7,0.56,0.04,387,26.8,0,2,0
SAMPLE-00769,Authentication,56.5,54,0.28,0.05,267,37.9,0,2,0
SAMPLE-00770,Payments,37.5,49.3,0.2,0.07,364,30.8,0,2,0
SAMPLE-00771,Inventory,89.5,95,2.61,3.38,2142,100,1,2,1
SAMPLE-00772,Payments,55.8,64.1,0.28,0.16,179,55.4,0,2,0
SAMPLE-00773,Inventory,84.5,82.2,3.14,3.45,1916,97.6,0,2,1
SAMPLE-00774,Inventory,48.9,61.3,0.89,0.07,430,28.7,0,2,0
SAMPLE-00775,Payments,90.5,74.7,2.85,2.7,922,89.6,1,2,1
SAMPLE-00776,Inventory,48.4,37.5,0.81,0,452,46.4,0,2,0
SAMPLE-00777,Inventory,38.6,47.2,0.37,0.01,437,49.7,0,2,0
SAMPLE-00778,Payments,30.6,43.2,0.42,0.07,328,45.8,0,2,0
SAMPLE-00779,Inventory,28.2,45.5,0.51,0.05,174,22.8,0,2,0
SAMPLE-00780,Inventory,42.9,48.3,0.49,0.08,299,41.9,0,2,0
SAMPLE-00781,Payments,47.5,28.4,0.18,0.09,198,40.3,0,2,0
SAMPLE-00782,Payments,88.4,89.3,3.89,4.59,365,70.3,1,2,1
SAMPLE-00783,Inventory,55.6,56.6,0.2,0.04,309,30,0,2,0
SAMPLE-00784,Inventory,80.5,93.2,3.53,8.03,347,90.9,1,2,1
SAMPLE-00785,Authentication,16.1,25,0.37,0.02,204,25.2,0,2,0
SAMPLE-00786,Authentication,71,93.9,4.17,3.67,553,73.5,1,2,1
SAMPLE-00787,Orders,91.9,84.2,2.58,1.26,1487,89.9,0,2,1
SAMPLE-00788,Payments,44.2,30.4,0.08,0.04,388,27.1,0,2,0
SAMPLE-00789,Checkout,60.8,48.5,0.65,0.04,210,57.4,1,2,0
SAMPLE-00790,Checkout,41.6,51.8,0.59,0.04,483,33.4,0,2,0
SAMPLE-00791,Checkout,25.7,65.9,0.08,0.13,245,23,0,2,0
SAMPLE-00792,Checkout,56.7,63.9,0.44,0.12,338,39.3,0,2,0
SAMPLE-00793,Inventory,90.5,86.5,2.42,1.9,1732,100,0,2,1
SAMPLE-00794,Checkout,51.3,48.2,0.31,0.01,275,20.1,0,2,0
SAMPLE-00795,Payments,34.4,52.5,0.09,0.02,431,36,0,2,0
SAMPLE-00796,Checkout,42.6,58.3,0.53,0.07,322,42.2,1,2,0
SAMPLE-00797,Authentication,78.5,88.1,2.53,3.93,1724,93,0,2,1
SAMPLE-00798,Authentication,43.8,61.7,0.61,0.07,319,34.4,1,2,0
SAMPLE-00799,Orders,72.7,83.5,4.01,4.42,567,70.1,1,2,1
SAMPLE-00800,Checkout,95.7,82.1,2.38,3.83,1119,92.9,1,2,1
SAMPLE-00801,Authentication,47,44.2,0.21,0,251,25.4,1,2,0
SAMPLE-00802,Inventory,93.7,76.6,3.29,2.84,1032,86.6,0,2,1
SAMPLE-00803,Checkout,56.1,47.3,0.51,0,524,38.7,0,2,0
SAMPLE-00804,Orders,81.7,85.1,3.76,2.54,1720,95.2,0,2,1
SAMPLE-00805,Orders,85.4,67.3,2.49,2.92,1667,88.9,0,2,1
SAMPLE-00806,Payments,23.7,34.2,0.28,0.05,277,46.8,0,2,0
SAMPLE-00807,Checkout,60.2,48.2,0.34,0.1,329,31.1,0,2,0
SAMPLE-00808,Inventory,38.2,47.2,0.6,0.07,260,34.3,1,2,0
SAMPLE-00809,Checkout,85.5,73.5,4.3,3.93,1405,100,0,2,1
SAMPLE-00810,Authentication,53.7,39.8,0.16,0.07,379,51.1,0,2,0
SAMPLE-00811,Authentication,32.8,46.3,0.75,0.07,344,18.4,0,2,0
SAMPLE-00812,Inventory,42.9,49.1,0.74,0.02,307,33.5,1,2,0
SAMPLE-00813,Orders,91.8,76,2.44,1.45,1171,93.2,0,2,1
SAMPLE-00814,Inventory,55.9,42.8,0.45,0.1,392,42.1,0,2,0
SAMPLE-00815,Authentication,30.5,38,0.66,0,283,22.5,0,2,0
SAMPLE-00816,Checkout,44.9,63.5,0.55,0.1,344,21.1,0,2,0
SAMPLE-00817,Authentication,78,75.4,1.8,5.7,1478,93.5,1,2,1
SAMPLE-00818,Authentication,87.9,72.7,3.07,1.8,1373,88.3,0,2,1
SAMPLE-00819,Checkout,35.7,57.9,0.08,0.05,347,34.8,0,2,0
SAMPLE-00820,Authentication,86.1,73.4,3.01,3.69,1232,94.2,0,2,1
SAMPLE-00821,Orders,52.4,53,0.37,0.03,321,33,0,2,0
SAMPLE-00822,Orders,82.4,72.6,3.62,1.98,1646,97.3,0,2,1
SAMPLE-00823,Orders,85.4,73.3,3.62,1.41,1175,97.2,0,2,1
SAMPLE-00824,Authentication,75.6,88.1,4.11,13.54,442,68.5,1,2,1
SAMPLE-00825,Authentication,87.9,78,2.73,2.39,1687,91.7,0,2,1
SAMPLE-00826,Inventory,55.3,71,0.4,0.04,171,22,1,2,0
SAMPLE-00827,Authentication,30.5,75.8,0.13,0.12,293,43,0,2,0
SAMPLE-00828,Authentication,41.5,59.3,0.26,0.05,232,46.9,0,2,0
SAMPLE-00829,Authentication,48.5,54.9,0.28,0.08,57,47.9,0,2,0
SAMPLE-00830,Authentication,60,49.7,0.08,0,278,50,0,2,0
SAMPLE-00831,Payments,42.9,53.1,0.72,0.09,339,30.1,0,2,0
SAMPLE-00832,Payments,47,59.5,0.46,0.08,199,30,0,2,0
SAMPLE-00833,Payments,73.2,89,4.44,8.94,531,61.1,1,2,1
SAMPLE-00834,Payments,48,53.7,0.71,0.11,337,52.8,0,2,0
SAMPLE-00835,Inventory,44,59.1,0.21,0,318,17.4,0,2,0
SAMPLE-00836,Inventory,42.6,62.9,0.36,0.04,278,42.4,0,2,0
SAMPLE-00837,Orders,69.4,92.9,4.33,12.56,596,58.9,1,2,1
SAMPLE-00838,Orders,87.7,77.2,2.64,0.5,1284,92,0,2,1
SAMPLE-00839,Checkout,55.5,58.7,0.21,0,469,37.8,0,2,0
SAMPLE-00840,Checkout,68.1,93.4,4.73,5.6,306,63.6,1,2,1
SAMPLE-00841,Authentication,33.3,25,0.49,0,461,57.9,0,2,0
SAMPLE-00842,Authentication,83.5,87.8,2.08,1.93,1660,95.1,1,2,1
SAMPLE-00843,Inventory,46,59.2,0.48,0,423,42,0,2,0
SAMPLE-00844,Inventory,48.5,43.4,0.39,0.07,201,21.1,0,2,0
SAMPLE-00845,Orders,64.4,48.6,0.65,0.09,294,28.3,0,2,0
SAMPLE-00846,Orders,78,74.9,2.49,1.04,1223,95,0,2,1
SAMPLE-00847,Checkout,81.2,77.9,3.34,2.89,1080,100,0,2,1
SAMPLE-00848,Checkout,37.1,52.6,0.56,0.07,323,18,0,2,0
SAMPLE-00849,Payments,38.8,25.6,1.01,0.09,309,20.5,0,2,0
SAMPLE-00850,Orders,38.8,35.9,0.63,0.11,342,32.8,0,2,0
SAMPLE-00851,Inventory,88,88.5,3.68,2.23,1373,92.5,0,2,1
SAMPLE-00852,Inventory,34.6,50.1,0.26,0.05,319,30.6,0,2,0
SAMPLE-00853,Authentication,25.4,30.7,0.31,0.1,267,44.1,0,2,0
SAMPLE-00854,Orders,63.5,58.4,0.79,0.01,302,30.5,0,2,0
SAMPLE-00855,Authentication,91.7,82.2,3.47,2.91,1566,100,1,2,1
SAMPLE-00856,Inventory,92.3,67.5,2.58,1.97,1274,89.7,1,2,1
SAMPLE-00857,Authentication,88.5,77.2,3.58,3.06,995,91.9,0,2,1
SAMPLE-00858,Orders,96.9,71.2,2.67,3.54,1301,91.8,0,2,1
SAMPLE-00859,Inventory,38.4,38.8,0.28,0,150,20.6,0,2,0
SAMPLE-00860,Checkout,88.1,93.7,2.3,12.26,651,77.4,1,2,1
SAMPLE-00861,Checkout,37.5,46,0.31,0.09,446,48.7,1,2,0
SAMPLE-00862,Checkout,28.2,54.1,0.45,0.04,125,19.6,0,2,0
SAMPLE-00863,Checkout,50.8,49.7,0.56,0.07,128,35.6,0,2,0
SAMPLE-00864,Inventory,85.2,77.9,3.88,3.11,1391,98.7,0,2,1
SAMPLE-00865,Orders,87.7,72.8,2.57,3.73,1072,97.2,0,2,1
SAMPLE-00866,Orders,89.9,74,3.07,2.01,900,95.9,0,2,1
SAMPLE-00867,Orders,92.1,87.1,3.6,1.43,1008,91.1,0,2,1
SAMPLE-00868,Payments,76.6,91.9,3.62,10.04,439,84.8,1,2,1
SAMPLE-00869,Authentication,78,79.9,2.37,2.21,1290,89.6,0,2,1
SAMPLE-00870,Payments,49.4,55.9,0.08,0,202,27.4,0,2,0
SAMPLE-00871,Authentication,42.3,51.9,0.59,0.17,232,25.7,0,2,0
SAMPLE-00872,Inventory,80.6,78.2,4.09,3.14,1237,96.2,0,2,1
SAMPLE-00873,Checkout,25.8,53,0.22,0.03,318,16.1,0,2,0
SAMPLE-00874,Payments,93.4,72.7,2.91,2.54,1479,95.9,1,2,1
SAMPLE-00875,Inventory,96.2,94.4,1.91,2.85,1961,93,0,2,1
SAMPLE-00876,Inventory,31.4,47.4,0.37,0.06,330,47.4,0,2,0
SAMPLE-00877,Checkout,41.6,44,0.32,0.07,427,36.3,0,2,0
SAMPLE-00878,Inventory,55.2,56.7,0.79,0.06,231,31.2,0,2,0
SAMPLE-00879,Authentication,90,80.6,2.51,5.24,1402,86,0,2,1
SAMPLE-00880,Payments,60.9,54.9,0.32,0.06,169,35.2,0,2,0
SAMPLE-00881,Authentication,36.9,37.3,0.8,0.07,508,39.6,0,2,0
SAMPLE-00882,Payments,29.1,40.2,0.09,0,330,34.3,0,2,0
SAMPLE-00883,Payments,62.6,28,0.26,0.05,318,30.9,0,2,0
SAMPLE-00884,Authentication,90.5,82.7,1.64,8.99,564,97.2,1,2,1
SAMPLE-00885,Inventory,47.2,49.8,0.28,0,257,23.3,0,2,0
SAMPLE-00886,Checkout,40.5,47.7,0.26,0.09,509,25.1,0,2,0
SAMPLE-00887,Orders,34,63.8,0.42,0.12,318,46.9,0,2,0
SAMPLE-00888,Payments,22.5,40.1,0.76,0,374,31.6,0,2,0
SAMPLE-00889,Authentication,44.1,50.5,0.67,0.08,383,42.4,0,2,0
SAMPLE-00890,Checkout,48.1,52.2,0.68,0.09,216,39.1,0,2,0
SAMPLE-00891,Authentication,76.8,97.1,4.05,5.07,767,74.6,1,2,1
SAMPLE-00892,Orders,31.8,45.9,0.6,0.04,376,29.1,0,2,0
SAMPLE-00893,Authentication,49.3,43.2,0.08,0.1,315,43.9,0,2,0
SAMPLE-00894,Payments,60.2,36.7,0.58,0.07,385,43.8,0,2,0
SAMPLE-00895,Orders,41.9,38.5,0.12,0,371,54.6,0,2,0
SAMPLE-00896,Orders,90.2,81.9,1.8,3.35,1349,93.2,0,2,1
SAMPLE-00897,Orders,94.7,82.7,3.49,3.61,1645,96.5,0,2,1
SAMPLE-00898,Orders,88.5,88.1,3.05,3.03,958,97.6,0,2,1
SAMPLE-00899,Authentication,59.7,56.2,0.6,0.13,250,29,0,2,0
SAMPLE-00900,Inventory,40.6,38.3,0.63,0.07,454,44.8,0,2,0
SAMPLE-00901,Checkout,89.5,77.2,3.99,3.42,2200,91.2,0,2,1
SAMPLE-00902,Orders,72.8,93.6,3.56,14.98,239,99,1,2,1
SAMPLE-00903,Payments,85.4,89.4,2.72,4.9,378,68.2,1,2,1
SAMPLE-00904,Payments,25,48.8,0.11,0,289,17.4,0,2,0
SAMPLE-00905,Orders,34.7,51.3,0.08,0.07,433,42.7,1,2,0
SAMPLE-00906,Checkout,70.1,95.8,3.9,5.22,576,92.1,1,2,1
SAMPLE-00907,Checkout,54.2,47.8,0.29,0.04,365,46.2,0,2,0
SAMPLE-00908,Inventory,54,42.1,0.08,0.08,201,14.4,0,2,0
SAMPLE-00909,Authentication,42.6,60.8,0.08,0.02,327,50.9,0,2,0
SAMPLE-00910,Orders,53.7,55.4,0.53,0,339,44.5,0,2,0
SAMPLE-00911,Payments,83.8,81.6,2.77,1.3,1326,94.6,1,2,1
SAMPLE-00912,Orders,56.6,49,0.32,0.07,278,65,1,2,0
SAMPLE-00913,Inventory,44.5,64.3,0.29,0.12,257,19.8,0,2,0
SAMPLE-00914,Checkout,91.9,92.9,2.39,8.74,512,99,1,2,1
SAMPLE-00915,Orders,52.7,47.9,0.51,0.02,385,38.9,0,2,0
SAMPLE-00916,Payments,90.6,88.3,4.72,2.99,1743,96,1,2,1
SAMPLE-00917,Orders,33.6,39.1,0.96,0.02,365,36.6,0,2,0
SAMPLE-00918,Inventory,15,30.9,0.6,0.11,354,37.2,0,2,0
SAMPLE-00919,Orders,49.9,46.2,0.17,0.06,439,33,0,2,0
SAMPLE-00920,Orders,89.6,88.1,2.69,0.9,1721,92.9,0,2,1
SAMPLE-00921,Inventory,28.7,51.6,0.48,0.02,225,34.9,0,2,0
SAMPLE-00922,Authentication,99,77.1,2.32,3.85,936,89.9,0,2,1
SAMPLE-00923,Orders,50.4,62.7,0.45,0.09,437,15.5,0,2,0
SAMPLE-00924,Payments,84.6,83,3.16,2.81,1857,91.6,1,2,1
SAMPLE-00925,Checkout,19.4,43,0.35,0.05,305,25.9,1,2,0
SAMPLE-00926,Payments,43.3,41.8,0.6,0.06,148,41.7,0,2,0
SAMPLE-00927,Payments,42.9,44.7,0.49,0.13,485,33.7,0,2,0
SAMPLE-00928,Payments,39.8,66.1,0.38,0.08,218,23.8,0,2,0
SAMPLE-00929,Checkout,81.2,82.5,2.49,5.75,345,67.8,1,2,1
SAMPLE-00930,Orders,96.1,73.7,3.65,2.35,1864,91.1,0,2,1
SAMPLE-00931,Inventory,81,86,2.48,2.38,1152,90.5,0,2,1
SAMPLE-00932,Payments,87,82.8,2.99,0.66,1775,98.2,0,2,1
SAMPLE-00933,Authentication,43.5,63.9,0.1,0.06,230,38.6,0,2,0
SAMPLE-00934,Orders,67.1,47.2,0.4,0.06,227,52.2,0,2,0
SAMPLE-00935,Authentication,31.7,43,0.48,0.04,254,45,0,2,0
SAMPLE-00936,Authentication,65.1,47.6,0.33,0.01,262,41.2,0,2,0
SAMPLE-00937,Checkout,36.2,59.4,0.5,0.07,484,36.8,0,2,0
SAMPLE-00938,Payments,99,82.9,2.88,3.04,1311,99.6,0,2,1
SAMPLE-00939,Checkout,67.1,84.8,2.62,10.23,267,80.5,1,2,1
SAMPLE-00940,Authentication,56.2,38.8,0.42,0.08,274,29.1,0,2,0
SAMPLE-00941,Checkout,42.6,30.9,0.16,0.05,293,27.1,0,2,0
SAMPLE-00942,Inventory,35.8,33.8,0.41,0.03,354,29.3,0,2,0
SAMPLE-00943,Payments,65.8,99,3.43,10.21,673,81.2,1,2,1
SAMPLE-00944,Authentication,46.4,44.7,0.53,0.08,303,46.3,0,2,0
SAMPLE-00945,Authentication,28.7,48.4,0.56,0.07,223,33.8,0,2,0
SAMPLE-00946,Inventory,99,73.9,4.24,1.95,1555,100,1,2,1
SAMPLE-00947,Checkout,53.4,62.4,0.45,0.07,291,46.9,0,2,0
SAMPLE-00948,Orders,62.2,50.2,0.19,0.05,203,14,0,2,0
SAMPLE-00949,Inventory,81,70.2,2.53,0.5,900,99.6,0,2,1
SAMPLE-00950,Authentication,33.7,49.1,0.49,0.01,163,33.8,0,2,0
SAMPLE-00951,Orders,51.9,39.8,0.6,0,407,44.2,0,2,0
SAMPLE-00952,Inventory,82.2,90.1,4.59,8.45,365,99,1,2,1
SAMPLE-00953,Authentication,47.6,57.9,0.58,0.01,294,34,0,2,0
SAMPLE-00954,Authentication,61.1,54.9,0.26,0.04,265,28.8,0,2,0
SAMPLE-00955,Authentication,15.9,36.1,0.57,0.01,447,26.2,0,2,0
SAMPLE-00956,Payments,46.7,51.2,0.33,0.07,297,27.3,1,2,0
SAMPLE-00957,Inventory,78,84.1,5.27,3.36,1760,99.6,0,2,1
SAMPLE-00958,Inventory,90.3,82,3.27,0.59,1208,95.3,0,2,1
SAMPLE-00959,Payments,83.8,79.8,1.8,2.38,1280,84.7,0,2,0
SAMPLE-00960,Checkout,84.7,76.6,1.8,2.4,1377,90.7,0,2,0
SAMPLE-00961,Orders,53.7,35.7,0.29,0.01,391,24.3,0,2,0
SAMPLE-00962,Payments,34.9,65.7,0.19,0,238,41.5,0,2,0
SAMPLE-00963,Checkout,41.2,43.7,0.62,0,310,39.4,0,2,0
SAMPLE-00964,Orders,51.6,54.5,0.61,0.01,441,50,0,2,0
SAMPLE-00965,Inventory,47.9,54.2,0.21,0.04,323,36.7,1,2,0
SAMPLE-00966,Payments,85.2,75.7,2.22,1.21,1550,96.3,0,2,1
SAMPLE-00967,Checkout,29,38.7,0.46,0.05,508,13.7,0,2,0
SAMPLE-00968,Inventory,66.2,53.3,0.38,0.1,414,12,0,2,0
SAMPLE-00969,Inventory,77.6,94.3,1.93,7.49,448,74.5,1,2,1
SAMPLE-00970,Authentication,86.9,72.4,3.09,0.94,1078,92.9,0,2,1
SAMPLE-00971,Payments,86.8,88.2,2.65,5.27,693,85,1,2,1
SAMPLE-00972,Orders,84.2,65,2.34,2.96,1835,97.3,0,2,1
SAMPLE-00973,Payments,99,75.4,1.94,0.97,1485,94.4,0,2,1
SAMPLE-00974,Authentication,31.8,58.6,0.34,0.06,98,35.3,0,2,0
SAMPLE-00975,Inventory,50.3,48.7,0.42,0.11,316,45.9,0,2,0
SAMPLE-00976,Authentication,15,45.8,0.77,0.08,350,22.6,0,2,0
SAMPLE-00977,Inventory,47.7,42.8,0.08,0.03,405,37.8,0,2,0
SAMPLE-00978,Orders,32.9,39.6,0.8,0.1,428,35.8,0,2,0
SAMPLE-00979,Checkout,55.7,33.7,0.51,0.03,183,38,0,2,0
SAMPLE-00980,Orders,47.2,77.3,0.28,0.09,235,47.6,0,2,0
SAMPLE-00981,Payments,16,57.2,0.43,0.07,387,24.5,0,2,0
SAMPLE-00982,Authentication,44.8,52.7,0.08,0,339,39.9,0,2,0
SAMPLE-00983,Orders,52.1,44,0.31,0.1,397,44.8,0,2,0
SAMPLE-00984,Inventory,16.8,54.7,0.56,0.11,312,31,0,2,0
SAMPLE-00985,Checkout,85.1,84.5,2.87,2.51,1495,94.3,1,2,1
SAMPLE-00986,Inventory,52.2,45.9,0.42,0.04,388,44.8,0,2,0
SAMPLE-00987,Checkout,49.5,48.9,0.86,0.11,257,32.4,0,2,0
SAMPLE-00988,Orders,42.9,43.3,0.52,0.03,196,26.9,0,2,0
SAMPLE-00989,Authentication,35.6,37.3,0.27,0.04,336,32.7,0,2,0
SAMPLE-00990,Payments,78,84,3.07,5.95,601,99,1,2,1
SAMPLE-00991,Payments,44.1,39.2,0.08,0.01,385,46.2,0,2,0
SAMPLE-00992,Payments,90.6,84.6,1.91,0.5,2108,93.2,0,2,0
SAMPLE-00993,Inventory,64,46.2,0.78,0.04,88,27.5,0,2,0
SAMPLE-00994,Authentication,55.6,57.3,1.07,0.03,391,43,0,2,0
SAMPLE-00995,Inventory,98.2,79.3,2.11,1.25,1313,95.6,0,2,1
SAMPLE-00996,Payments,73.1,92.9,4.01,11.65,732,50,1,2,1
SAMPLE-00997,Orders,50.9,68.2,0.38,0.13,284,15.9,0,2,0
